7.688	 13.974
13.690	 15.970
6.835	 16.054
17.528	 24.477
20.949	 26.427
23.030	 28.322
31.712	 38.401
38.710	 46.038
43.299	 47.534
38.943	 47.829
46.570	 49.018
46.807	 49.051
43.644	 53.064
47.561	 54.749
49.727	 55.069
48.955	 57.280
68.090	 73.316
69.499	 74.155
73.176	 76.311
74.893	 81.234
80.616	 84.968
76.744	 85.280
83.161	 86.467
78.996	 89.195
83.478	 91.015
89.118	 91.430
90.170	 92.155
92.076	 96.667
92.749	 99.242
95.515	 99.458
98.657	 100.738
99.706	 102.437
96.708	 102.566
101.251	 103.405
105.450	 113.891
105.330	 114.013
107.429	 114.332
114.314	 115.085
112.215	 116.971
115.928	 121.725
119.762	 127.049
123.643	 131.357
129.721	 136.411
141.283	 147.788
144.234	 148.770
141.993	 148.779
142.272	 149.998
145.501	 150.433
142.722	 154.342
155.694	 163.429
158.753	 166.812
161.935	 168.093
165.785	 168.255
168.681	 174.098
176.283	 182.887
176.643	 183.291
175.185	 183.871
177.699	 183.926
177.389	 187.984
187.867	 190.751
189.645	 192.548
190.332	 194.020
192.061	 195.938
213.371	 221.179
214.855	 221.433
213.669	 221.657
220.004	 221.979
219.740	 222.931
218.539	 223.945
214.443	 224.128
225.531	 232.027
225.169	 232.667
225.633	 235.394
226.206	 240.456
237.179	 243.079
236.494	 244.869
239.162	 245.230
244.416	 248.208
246.174	 251.198
250.600	 253.577
251.870	 259.332
258.493	 259.590
251.212	 261.867
261.318	 263.591
262.533	 264.545
264.302	 267.272
266.962	 270.708
267.463	 272.142
271.160	 276.900
274.454	 279.552
271.658	 280.582
278.077	 281.060
275.778	 281.267
278.661	 283.013
273.300	 283.159
279.988	 284.490
279.713	 285.032
284.267	 286.416
287.401	 293.445
292.538	 295.852
288.858	 298.633
289.718	 299.049
298.076	 300.388
299.856	 304.292
301.351	 306.606
303.166	 307.734
300.867	 309.015
307.110	 310.695
305.218	 311.591
303.966	 311.737
314.536	 320.287
314.184	 321.054
318.623	 322.298
313.585	 322.859
315.894	 323.981
315.440	 324.113
327.231	 333.889
340.355	 346.660
341.554	 348.337
345.589	 348.551
346.382	 349.838
349.364	 355.917
350.182	 358.696
351.995	 358.802
354.734	 360.323
358.757	 361.775
360.251	 362.410
359.336	 363.458
361.645	 365.922
365.103	 367.497
376.353	 381.823
377.386	 386.832
382.547	 388.686
387.079	 390.391
388.627	 393.669
388.803	 394.289
390.147	 396.799
394.501	 401.088
398.920	 404.501
399.123	 406.162
402.054	 407.057
397.408	 411.382
409.068	 413.295
409.617	 419.128
416.804	 422.166
419.506	 423.319
421.085	 424.770
414.979	 425.868
424.583	 432.258
426.048	 434.240
429.868	 435.424
430.859	 436.243
429.644	 437.102
436.358	 441.774
437.615	 443.979
439.615	 444.063
441.970	 445.876
444.286	 454.165
448.208	 455.008
446.951	 455.055
450.234	 455.260
447.812	 455.624
453.584	 455.968
456.067	 459.832
451.966	 462.535
459.396	 465.122
462.378	 466.749
460.304	 468.403
483.551	 490.702
490.527	 491.786
493.313	 499.696
492.110	 499.760
494.496	 503.560
495.237	 505.020
505.280	 515.899
515.626	 517.384
507.934	 519.391
516.015	 520.205
509.993	 521.474
510.557	 522.447
525.712	 533.503
526.445	 536.117
530.120	 537.875
535.331	 540.031
531.691	 541.368
539.758	 541.721
540.712	 544.513
545.786	 554.193
551.464	 556.121
545.754	 558.161
552.675	 558.284
556.339	 561.346
559.475	 562.553
555.439	 564.015
554.834	 564.355
560.538	 568.668
566.109	 572.631
570.081	 575.074
573.683	 577.625
576.574	 582.934
576.469	 584.226
582.737	 585.296
583.329	 589.808
585.647	 592.377
588.293	 592.893
592.210	 594.583
591.829	 594.754
592.641	 595.946
602.057	 611.047
596.307	 611.192
610.339	 612.094
605.675	 612.904
609.652	 617.237
614.328	 621.347
616.410	 621.914
622.029	 629.343
627.338	 630.966
630.555	 636.430
636.330	 638.076
637.585	 640.768
642.470	 648.103
644.982	 648.520
643.009	 650.570
646.599	 654.617
649.730	 655.180
652.222	 655.998
652.370	 656.060
653.436	 662.261
656.292	 663.922
658.423	 664.499
662.536	 664.564
670.975	 678.176
677.875	 682.389
673.026	 682.901
678.105	 685.476
686.599	 693.505
690.936	 695.716
695.194	 698.245
701.179	 708.020
701.345	 709.781
703.648	 710.346
714.573	 720.579
717.401	 722.316
718.133	 723.222
717.411	 725.641
724.695	 729.717
727.388	 731.459
725.745	 732.353
737.204	 744.301
747.138	 754.463
749.107	 757.238
751.751	 757.846
747.276	 757.913
755.342	 758.520
755.413	 759.367
749.702	 759.889
751.968	 761.124
758.943	 762.435
759.726	 762.678
760.257	 764.316
762.816	 765.108
764.169	 768.187
766.376	 771.584
768.236	 774.446
775.522	 783.902
776.795	 785.222
780.193	 786.274
780.716	 788.733
786.169	 791.286
789.733	 792.656
791.632	 794.583
787.649	 795.017
794.751	 799.109
796.062	 801.951
800.417	 803.946
800.787	 804.888
